id,name
1090261000000108,Malignant neoplasm of descended testis (disorder)
1090271000000101,Malignant neoplasm of ventral surface of tongue (disorder)
1090281000000104,Malignant neoplasm of genital labia (disorder)
1090291000000102,Malignant neoplasm of prepylorus of stomach (disorder)
1090301000000103,Malignant neoplasm of flank (disorder)
1090311000000101,Malignant neoplasm of trunk (disorder)
1090321000000107,Malignant neoplasm of back (disorder)
1090821000000101,Malignant neoplasm of bone and articular cartilage (disorder)
1090871000000102,Malignant neoplasm of bone and articular cartilage of limb (disorder)
1090881000000100,Malignant neoplasm of bronchus or lung (disorder)
1090891000000103,Malignant neoplasm of connective and soft tissues of trunk (disorder)
1090901000000102,Malignant neoplasm of peripheral nerves of trunk (disorder)
1090911000000100,Chondroma (disorder)
1090921000000106,Malignant neoplasm of jaw (disorder)
1090931000000108,Malignant neoplasm of multiple endocrine glands (disorder)
1090941000000104,Malignant neoplasm of inguinal region (disorder)
1090951000000101,Malignant neoplasm of supraclavicular fossa (disorder)
1090961000000103,Malignant neoplasm of soft tissues of lower limb (disorder)
1090971000000105,Malignant neoplasm of posterior wall of stomach (disorder)
1090981000000107,Malignant neoplasm of anterior wall of stomach (disorder)
1090991000000109,Malignant neoplasm of soft tissues of lower leg (disorder)
109264009,Overlapping malignant neoplasm of skin (disorder)
109267002,Overlapping malignant melanoma of skin (disorder)
109347009,Overlapping malignant neoplasm of bone and articular cartilage (disorder)
109348004,Overlapping malignant neoplasm of bone and articular cartilage of limbs (disorder)
109349007,Overlapping malignant neoplasm of soft tissues (disorder)
109356001,Primary malignant neoplasm of unspecified site (disorder)
109357005,Primary malignant neoplasm of ill-defined site (disorder)
109358000,Overlapping malignant neoplasm of ill-defined site (disorder)
109359008,Primary malignant neoplasm of independent multiple sites (disorder)
109366009,Overlapping malignant neoplasm of accessory sinuses (disorder)
109367000,Overlapping malignant neoplasm of nasopharynx (disorder)
109368005,Overlapping malignant neoplasm of hypopharynx (disorder)
109369002,Overlapping malignant neoplasm of larynx (disorder)
109370001,Primary malignant neoplasm of laryngeal cartilage (disorder)
109371002,Overlapping malignant neoplasm of bronchus and lung (disorder)
109374005,Overlapping malignant neoplasm of mediastinum and pleura (disorder)
109378008,"Mesothelioma (malignant, clinical disorder) (disorder)"
109383000,Malignant mesothelioma of pericardium (disorder)
109384006,"Overlapping malignant neoplasm of heart, mediastinum and pleura (disorder)"
109385007,Kaposi's sarcoma (disorder)
109386008,Kaposi's sarcoma of skin (disorder)
109388009,Kaposi's sarcoma of palate (disorder)
109389001,Kaposi's sarcoma of gastrointestinal tract (disorder)
109390005,Kaposi's sarcoma of lung (disorder)
109391009,Kaposi's sarcoma of lymph nodes (disorder)
109392002,Kaposi's sarcoma of multiple organs (disorder)
109821008,Overlapping malignant neoplasm of gastrointestinal tract (disorder)
109822001,Overlapping malignant neoplasm of lip (disorder)
109823006,Overlapping malignant neoplasm of tongue (disorder)
109824000,Overlapping malignant neoplasm of major salivary gland (disorder)
109828002,Primary malignant neoplasm of salivary gland duct (disorder)
109830000,Overlapping malignant neoplasm of floor of mouth (disorder)
109831001,Overlapping malignant neoplasm of palate (disorder)
109832008,Overlapping malignant neoplasm of oropharynx (disorder)
109833003,"Overlapping malignant neoplasm of lip, oral cavity and/or pharynx (disorder)"
109834009,Primary malignant neoplasm of branchial cleft (disorder)
109835005,Overlapping malignant neoplasm of esophagus (disorder)
109836006,Overlapping malignant neoplasm of stomach (disorder)
109837002,Overlapping malignant neoplasm of small intestine (disorder)
109838007,Overlapping malignant neoplasm of colon (disorder)
109839004,"Overlapping malignant neoplasm of rectum, anus and anal canal (disorder)"
109840002,Primary malignant neoplasm of cloacogenic zone (disorder)
109841003,Liver cell carcinoma (disorder)
109842005,Intrahepatic bile duct carcinoma (disorder)
109843000,Hepatoblastoma (disorder)
109844006,Angiosarcoma of liver (disorder)
109847004,Overlapping malignant neoplasm of biliary tract (disorder)
109848009,Overlapping malignant neoplasm of pancreas (disorder)
109851002,Overlapping malignant neoplasm of retroperitoneum and peritoneum (disorder)
109853004,Malignant mesothelioma of peritoneum (disorder)
109854005,Malignant mesothelioma of parietal peritoneum (disorder)
109855006,Malignant mesothelioma of pelvic peritoneum (disorder)
109856007,Malignant mesothelioma of mesentery (disorder)
109858008,Malignant mesothelioma of omentum (disorder)
109870007,Overlapping malignant neoplasm of urinary system (disorder)
109874003,Overlapping malignant neoplasm of male genital organs (disorder)
109875002,Overlapping malignant neoplasm of penis (disorder)
109876001,Primary malignant neoplasm of descended testis (disorder)
109878000,Overlapping malignant neoplasm of female genital organs (disorder)
109879008,Overlapping malignant neoplasm of body of uterus (disorder)
109880006,Overlapping malignant neoplasm of uterine cervix (disorder)
109882003,Primary malignant neoplasm of fundus uteri (disorder)
109885001,Overlapping malignant neoplasm of vulva (disorder)
109886000,Overlapping malignant neoplasm of female breast (disorder)
109887009,Overlapping malignant neoplasm of male breast (disorder)
1098981000119101,Recurrent malignant neoplasm of prostate (disorder)
109911004,Overlapping malignant neoplasm of brain and other parts of the central nervous system (disorder)
109912006,Overlapping malignant neoplasm of brain (disorder)
109915008,Primary malignant neoplasm of meninges (disorder)
109918005,Primary malignant neoplasm of peripheral nerves and peripheral autonomic nervous system (disorder)
109919002,Overlapping malignant neoplasm of peripheral nerves and autonomic nervous system (disorder)
109921007,"Primary malignant neoplasm of peripheral nerve of head, face and/or neck (disorder)"
109923005,Primary malignant neoplasm of peripheral nerves of head (disorder)
109925003,Primary malignant neoplasm of peripheral nerves of face (disorder)
109927006,Primary malignant neoplasm of peripheral nerves of neck (disorder)
109931000,Primary malignant neoplasm of peripheral nerves of upper limb (disorder)
109933002,Primary malignant neoplasm of peripheral nerves of shoulder (disorder)
109937001,Primary malignant neoplasm of peripheral nerves of lower limb (disorder)
109939003,Primary malignant neoplasm of peripheral nerves of hip (disorder)
109941002,Primary malignant neoplasm of peripheral nerves of thorax (disorder)
109943004,Primary malignant neoplasm of peripheral nerves of abdomen (disorder)
109945006,Primary malignant neoplasm of peripheral nerves of pelvis region (disorder)
109947003,Primary malignant neoplasm of peripheral nerves of trunk (disorder)
109948008,"Overlapping malignant neoplasm of eye and adnexa, primary (disorder)"
109951001,Overlapping malignant neoplasm of multiple endocrine glands (disorder)
109980005,Malignant immunoproliferative disease (disorder)
109982002,Alpha heavy chain disease (disorder)
109984001,Gamma heavy chain disease (disorder)
109988003,Histiocytic sarcoma (disorder)
109991003,Acute myelofibrosis (disorder)
109992005,Polycythemia vera (disorder)
109994006,Essential thrombocythemia (disorder)
109995007,Myelodysplastic syndrome (disorder)
109996008,"Myelodysplastic syndrome: Refractory anemia, without ringed sideroblasts, without excess blasts (disorder)"
109998009,Refractory anemia with ringed sideroblasts (disorder)
110000005,Refractory anemia with excess blasts in transformation (disorder)
110002002,Mast cell leukemia (disorder)
110013004,Overlapping malignant neoplasm of tonsil (disorder)
11010461000119101,Small cell carcinoma (disorder)
110457005,Angiomyoliposarcoma (morphologic abnormality)
110458000,Malignant odontogenic ghost cell tumor (morphologic abnormality)
11073003,Mixed liposarcoma (morphologic abnormality)
112679004,Pseudomyxoma peritonei (morphologic abnormality)
112683004,Pleomorphic liposarcoma (morphologic abnormality)
112684005,Mesodermal mixed tumor (morphologic abnormality)
112685006,"Carcinosarcoma, embryonal (morphologic abnormality)"
115223002,Nevus AND/OR melanoma (morphologic abnormality)
115232000,Mesothelial neoplasm (morphologic abnormality)
115241005,Neuroepitheliomatous neoplasm (morphologic abnormality)
116381000119105,Ganglioneuroblastoma (disorder)
11671000,Adenoid cystic carcinoma (morphologic abnormality)
118612006,Malignant histiocytosis (disorder)
118614007,"Langerhans cell histiocytosis, disseminated (disorder)"
12060004,Ganglioneuromatosis (morphologic abnormality)
12240951000119107,Squamous cell carcinoma of left lung (disorder)
12240991000119102,Squamous cell carcinoma of right lung (disorder)
12246561000119101,Secondary malignant neoplasm of bilateral adrenal glands (disorder)
12302002,Small cell osteosarcoma (morphologic abnormality)
12323008,"Androblastoma, malignant (morphologic abnormality)"
123313007,"Alpha heavy chain disease, enteric form (disorder)"
12354007,"Retinoblastoma, undifferentiated (morphologic abnormality)"
123631000119103,Malignant poorly differentiated neuroendocrine carcinoma (disorder)
123842006,Endocervical adenocarcinoma (disorder)
123845008,Adenocarcinoma of endometrium (disorder)
12622007,Clear cell sarcoma (except of Kidney M-89643) (morphologic abnormality)
126885006,Neoplasm of bladder (disorder)
12690005,Fibroblastic osteosarcoma (morphologic abnormality)
126906006,Neoplasm of prostate (disorder)
127066000,Familial polycythemia vera (disorder)
127070008,Malignant histiocytic disorder (disorder)
127216000,Angioimmunoblastic lymphadenopathy with dysproteinemia (disorder)
127221002,Hematologic malignancy (disorder)
128041000119107,Primary adenocarcinoma of distal third of esophagus (disorder)
128462008,Secondary malignant neoplastic disease (disorder)
128465005,Secondary malignant neoplasm of articular cartilage (disorder)
128466006,Primary malignant neoplasm of articular cartilage (disorder)
128645007,"Enteroglucagonoma, malignant (morphologic abnormality)"
128726006,"Endometrial stromal sarcoma, low grade (morphologic abnormality)"
128734000,Undifferentiated sarcoma (morphologic abnormality)
128735004,Desmoplastic small round cell tumor (morphologic abnormality)
128749008,Spindle cell rhabdomyosarcoma (morphologic abnormality)
128750008,Rhabdomyosarcoma with ganglionic differentiation (morphologic abnormality)
128753005,Stromal sarcoma (morphologic abnormality)
128756002,Gastrointestinal stromal sarcoma (morphologic abnormality)
128770002,Central osteosarcoma (morphologic abnormality)
128771003,Intraosseous well differentiated osteosarcoma (morphologic abnormality)
128772005,Periosteal osteosarcoma (morphologic abnormality)
128773000,High grade surface osteosarcoma (morphologic abnormality)
128774006,Intracortical osteosarcoma (morphologic abnormality)
128775007,Clear cell chondrosarcoma (morphologic abnormality)
128776008,Dedifferentiated chondrosarcoma (morphologic abnormality)
128783001,Askin tumor (morphologic abnormality)
128791005,Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos) (morphologic abnormality)
128792003,Atypical teratoid/rhabdoid tumor (morphologic abnormality)
128794002,"Retinoblastoma, spontaneously regressed (morphologic abnormality)"
128796000,"Perineurioma, malignant (morphologic abnormality)"
128813000,Histiocytic sarcoma (morphologic abnormality)
128814006,Langerhans cell sarcoma (morphologic abnormality)
128815007,Interdigitating dendritic cell sarcoma (morphologic abnormality)
128816008,Follicular dendritic cell sarcoma (morphologic abnormality)
128858006,Central neurocytoma (morphologic abnormality)
128874001,Cutaneous CD30+ lymphoproliferative disorder (disorder)
128883006,Fibroblastic liposarcoma (morphologic abnormality)
128884000,Malignant myoepithelioma (morphologic abnormality)
128900005,"Mucinous cystadenocarcinoma, non-invasive (morphologic abnormality)"
128910001,"Medulloepithelioma, benign (morphologic abnormality)"
128911002,"Teratoid medulloepithelioma, benign (morphologic abnormality)"
128912009,"Ganglioglioma, anaplastic (morphologic abnormality)"
128913004,Retinocytoma (morphologic abnormality)
128916007,Medullary carcinoma with amyloid stroma (morphologic abnormality)
128918008,Parosteal osteosarcoma (morphologic abnormality)
128919000,Gangliocytoma (morphologic abnormality)
12943006,Polar spongioblastoma (morphologic abnormality)
13238004,"Granular cell tumor, malignant (morphologic abnormality)"
13351431000119102,Secondary malignant neoplasm of lymph nodes of neck from thyroid (disorder)
133531000119104,Malignant neuroendocrine tumor (disorder)
133871000119103,Merkel cell carcinoma of upper limb (disorder)
133881000119100,Merkel cell carcinoma of lower limb (disorder)
134160009,[M]Dermatofibrosarcoma NOS (morphologic abnormality)
134166003,[M]Rhabdomyosarcoma NOS (morphologic abnormality)
134174002,Malignant meningioma (morphologic abnormality)
134179007,[M]Malignant histiocytosis (morphologic abnormality)
134181009,[M] Immunoproliferative small intestinal disease (morphologic abnormality)
134182002,[M]Polycythemia vera (morphologic abnormality)
134312002,Odontogenic ghost cell carcinoma (disorder)
134332001,Mesothelial tumor morphology (qualifier value)
134421000,Pathological fracture due to metastatic bone disease (disorder)
13583002,Mast cell sarcoma (morphologic abnormality)
13875003,Glomangiosarcoma (morphologic abnormality)
14269005,Embryonal rhabdomyosarcoma (morphologic abnormality)
1443001,Chromophobe carcinoma (morphologic abnormality)
14494009,Meningeal sarcomatosis (morphologic abnormality)
145831000119103,Primary malignant germ cell neoplasm (disorder)
147101000119108,Primary malignant astrocytoma of central nervous system (disorder)
147131000119101,Glioblastoma multiforme of central nervous system (disorder)
14990007,"Chondrosarcoma, no International Classification of Diseases for Oncology subtype (morphologic abnormality)"
15118008,AIDS with reticulosarcoma (disorder)
15176003,Adenocarcinoma with squamous metaplasia (morphologic abnormality)
1556006,Clark melanoma level 4 (finding)
15619004,"Hepatocellular carcinoma, fibrolamellar (morphologic abnormality)"
15635721000119108,Primary malignant neoplasm of both ovaries (disorder)
15635801000119106,Primary malignant neoplasm of bilateral female breasts (disorder)
15674004,Serous surface papillary carcinoma (morphologic abnormality)
15949004,"Thymoma, malignant (morphologic abnormality)"
15956181000119102,Secondary adenocarcinoma of bilateral lungs (disorder)
15956341000119105,Adenocarcinoma of left lung (disorder)
15956381000119100,Adenocarcinoma of right lung (disorder)
16034002,Clark melanoma level 5 (finding)
16090008,Myxoid leiomyosarcoma (morphologic abnormality)
16260631000119101,Secondary malignant neoplasm of lymph node from neoplasm of female breast (disorder)
1651000119109,Primary adenocarcinoma of pancreas (disorder)
1661000119106,Metastasis to lung from adenocarcinoma (disorder)
166851000000104,Date cancer diagnosis received in primary care (observable entity)
1671000119100,Metastasis to lymph node from squamous cell carcinoma (disorder)
1681000119102,Metastasis to lymph node from adenocarcinoma (disorder)
1691000119104,Metastasis to liver from adenocarcinoma (disorder)
16974005,"Acral lentiginous melanoma, malignant (morphologic abnormality)"
169931000000107,Cancer hospital treatment completed
1701000119104,Primary adenocarcinoma of colon (disorder)
170941000000100,Date cancer diagnosis received in primary care
170961000000104,Cancer pain and symptom management
170981000000108,Cancer rehabilitation and readaption
17264009,Carcinoma ex pleomorphic adenoma (morphologic abnormality)
17302008,Cerebellar sarcoma (morphologic abnormality)
174581000000106,Cancer hospital treatment completed
175601000000101,Date cancer diagnosis received in primary care
175621000000105,Cancer pain and symptom management
175641000000103,Cancer rehabilitation and readaption
177281002,Excision of melanoma (procedure)
18105004,"Endometrioid adenofibroma, malignant (morphologic abnormality)"
18121000119104,Primary squamous cell carcinoma of palatine tonsil (disorder)
183649005,Combined therapy follow-up (procedure)
18450009,Malignant melanoma in precancerous melanosis (morphologic abnormality)
184741000119107,Primary adenocarcinoma of anus (disorder)
184781000119102,Primary adenocarcinoma of cervix uteri (disorder)
184871000119108,Primary adenocarcinoma of pelvis (disorder)
184881000119106,Primary adenocarcinoma of rectosigmoid junction (disorder)
184891000119109,Primary adenocarcinoma of small intestine (disorder)
18588008,"Synovial sarcoma, biphasic (morphologic abnormality)"
186709004,Human immunodeficiency virus with secondary cancers (disorder)
186722007,HIV disease resulting in Kaposi's sarcoma (disorder)
186723002,Human immunodeficiency virus disease resulting in Burkitt's lymphoma (disorder)
186725009,Human immunodeficiency virus disease resulting in multiple malignant neoplasms (disorder)
187600004,"Malignant neoplasm of upper lip, external (disorder)"
187601000,"Malignant neoplasm of upper lip, lipstick area (disorder)"
187604008,"Malignant neoplasm of lower lip, external (disorder)"
187606005,Malignant tumor of upper labial mucosa (disorder)
187607001,"Malignant neoplasm of upper lip, buccal aspect (disorder)"
187608006,Malignant tumor of frenum of upper lip (disorder)
187613005,"Malignant neoplasm of lower lip, buccal aspect (disorder)"
187614004,Malignant tumor of frenum of lower lip (disorder)
187622006,Malignant tumor of labial mucosa (disorder)
187624007,Malignant neoplasm of overlapping lesion of lip (disorder)
187631006,Malignant neoplasm of base of tongue dorsal surface (disorder)
187633009,Malignant neoplasm of dorsal surface of tongue (disorder)
187634003,Malignant tumor of anterior two-thirds of tongue - dorsal surface (disorder)
187635002,Malignant neoplasm of midline of tongue (disorder)
187637005,"Malignant neoplasm of tongue, tip and lateral border (disorder)"
187640005,Malignant tumor of anterior two-thirds of tongue - ventral surface (disorder)
187641009,Malignant tumor of frenum linguae (disorder)
187644001,Malignant tumor of junctional zone of tongue (disorder)
187652003,Malignant tumor of anterior floor of mouth (disorder)
187653008,Malignant tumor of lateral floor of mouth (disorder)
187658004,Malignant tumor of vestibule of mouth (disorder)
187659007,Malignant tumor of upper buccal sulcus (disorder)
187660002,Malignant tumor of lower buccal sulcus (disorder)
187661003,Malignant tumor of upper labial sulcus (disorder)
187662005,Malignant tumor of lower labial sulcus (disorder)
187666008,Malignant neoplasm of junction of hard and soft palate (disorder)
187675005,Malignant tumor of tonsillar pillar (disorder)
187681002,Malignant neoplasm of anterior epiglottis (disorder)
187682009,"Malignant neoplasm of epiglottis, free border (disorder)"
187683004,Malignant neoplasm of glossoepiglottic fold (disorder)
187685006,Malignant neoplasm of junctional region of epiglottis (disorder)
187688008,Malignant tumor of posterior wall of oropharynx (disorder)
187692001,Malignant tumor of nasopharynx (disorder)
187693006,Malignant tumor of posterior wall of nasopharynx (disorder)
187694000,Malignant tumor of adenoid (disorder)
187697007,Malignant tumor of pharyngeal recess (disorder)
187698002,Malignant tumor of opening of auditory tube (disorder)
187700006,Malignant tumor of anterior wall of nasopharynx (disorder)
187701005,Malignant neoplasm of floor of nasopharynx (disorder)
187702003,Malignant tumor of nasopharyngeal soft palate surface (disorder)
187708004,Malignant tumor aryepiglottic fold - hypopharyngeal aspect (disorder)
187709007,Malignant neoplasm of posterior pharynx (disorder)
187716008,Malignant tumor of Waldeyer's ring (disorder)
187722004,Malignant tumor of cervical part of esophagus (disorder)
187723009,Malignant tumor of thoracic part of esophagus (disorder)
187724003,Malignant tumor of abdominal part of esophagus (disorder)
187725002,Malignant tumor of upper third of esophagus (disorder)
187726001,Malignant tumor of middle third of esophagus (disorder)
187727005,Malignant tumor of lower third of esophagus (disorder)
187732006,Malignant tumor of cardia (disorder)
187733001,Malignant neoplasm of cardiac orifice of stomach (disorder)
187734007,Malignant neoplasm of cardioesophageal junction of stomach (disorder)
187736009,Malignant tumor of pylorus (disorder)
187737000,Malignant neoplasm of prepylorus of stomach (disorder)
187738005,Malignant neoplasm of pyloric canal of stomach (disorder)
187740000,Malignant tumor of pyloric antrum (disorder)
187741001,Malignant tumor of fundus of stomach (disorder)
187742008,Malignant tumor of body of stomach (disorder)
187752007,Malignant tumor of Meckel's diverticulum (disorder)
187757001,"Malignant neoplasm, overlapping lesion of colon (disorder)"
187760008,"Malignant neoplasm of rectum, rectosigmoid junction and anus (disorder)"
187767006,Malignant neoplasm of liver and intrahepatic bile ducts (disorder)
187769009,Primary carcinoma of liver (disorder)
187773007,Malignant neoplasm of interlobular bile ducts (disorder)
187775000,Malignant neoplasm of intrahepatic biliary passages (disorder)
187776004,Malignant neoplasm of intrahepatic canaliculi (disorder)
187777008,Malignant neoplasm of intrahepatic gall duct (disorder)
187784000,Malignant neoplasm of hepatic duct (disorder)
187786003,Malignant neoplasm of sphincter of Oddi (disorder)
187791002,Malignant tumor of body of pancreas (disorder)
187792009,Malignant tumor of tail of pancreas (disorder)
187793004,Malignant tumor of pancreatic duct (disorder)
187794005,Malignant tumor of Islets of Langerhans (disorder)
187798008,Malignant neoplasm of ectopic pancreatic tissue (disorder)
187801002,Malignant tumor of peritoneum and retroperitoneum (disorder)
187803004,Malignant neoplasm of perinephric tissue (disorder)
187804005,Malignant neoplasm of retrocecal tissue (disorder)
187807003,Overlapping malignant lesion of retroperitoneum and peritoneum (disorder)
187808008,Malignant neoplasm of specified parts of peritoneum (disorder)
187809000,Malignant neoplasm of mesocolon (disorder)
187810005,Malignant neoplasm of mesocecum (disorder)
187811009,Malignant neoplasm of mesorectum (disorder)
187814001,Malignant neoplasm of the pouch of Douglas (disorder)
187821001,Angiosarcoma of spleen (disorder)
187822008,Fibrosarcoma of spleen (disorder)
187824009,"Malignant neoplasm, overlapping lesion of digestive system (disorder)"
187828007,"Malignant neoplasm of nasal cavities, middle ear and accessory sinuses (disorder)"
187829004,Malignant neoplasm of cartilage of nose (disorder)
187830009,Malignant neoplasm of nasal conchae (disorder)
187831008,Malignant tumor of nasal vestibule (disorder)
187833006,"Malignant neoplasm of auditory tube, middle ear and mastoid air cells (disorder)"
187834000,Malignant tumor of Eustachian tube (disorder)
187835004,Malignant tumor of tympanic cavity (disorder)
187836003,Malignant tumor of tympanic antrum (disorder)
187838002,"Malignant neoplasm, overlapping lesion of accessory sinuses (disorder)"
187841006,Malignant tumor of glottis (disorder)
187842004,Malignant tumor of supraglottis (disorder)
187843009,Malignant neoplasm of arytenoid cartilage (disorder)
187844003,Malignant neoplasm of cricoid cartilage (disorder)
187845002,Malignant neoplasm of cuneiform cartilage (disorder)
187846001,Malignant neoplasm of thyroid cartilage (disorder)
187852000,"Malignant neoplasm of trachea, bronchus and lung (disorder)"
187853005,Malignant neoplasm of cartilage of trachea (disorder)
187854004,Malignant neoplasm of mucosa of trachea (disorder)
187857006,Malignant neoplasm of carina of bronchus (disorder)
187861000,Malignant neoplasm of upper lobe bronchus (disorder)
187862007,Malignant neoplasm of upper lobe of lung (disorder)
187864008,"Malignant neoplasm of middle lobe, bronchus or lung (disorder)"
187865009,Malignant neoplasm of middle lobe bronchus (disorder)
187866005,Malignant neoplasm of middle lobe of lung (disorder)
187868006,"Malignant neoplasm of lower lobe, bronchus or lung (disorder)"
187869003,Malignant neoplasm of lower lobe bronchus (disorder)
187870002,Malignant neoplasm of lower lobe of lung (disorder)
187881004,"Malignant neoplasm of thymus, heart and mediastinum (disorder)"
187894002,Malignant neoplasm of other and ill-defined sites within the respiratory and intrathoracic organs (disorder)
187895001,"Malignant neoplasm of upper respiratory tract, part unspecified (disorder)"
187900002,Malignant neoplasm of bones of skull and face (disorder)
187903000,Malignant neoplasm of malar bone (disorder)
187906008,Malignant neoplasm of orbital bone (disorder)
187916000,Malignant neoplasm of cervical vertebra (disorder)
187917009,Malignant neoplasm of thoracic vertebra (disorder)
187918004,Malignant neoplasm of lumbar vertebra (disorder)
187920001,Malignant neoplasm of ribs and/or sternum and/or clavicle (disorder)
187925006,Malignant neoplasm of costal cartilage (disorder)
187926007,Malignant neoplasm of costovertebral joint (disorder)
187927003,Malignant neoplasm of xiphoid process (disorder)
187929000,Malignant neoplasm of scapula and long bones of upper arm (disorder)
187932002,Malignant neoplasm of humerus (disorder)
187937008,Malignant neoplasm of carpal bone - scaphoid (disorder)
187938003,Malignant neoplasm of carpal bone - lunate (disorder)
187939006,Malignant neoplasm of carpal bone - triquetrum (disorder)
187940008,Malignant neoplasm of carpal bone - pisiform (disorder)
187941007,Malignant neoplasm of carpal bone - trapezium (disorder)
187942000,Malignant neoplasm of carpal bone - trapezoid (disorder)
187943005,Malignant neoplasm of carpal bone - capitate (disorder)
187944004,Malignant neoplasm of carpal bone - hamate (disorder)
187945003,Malignant neoplasm of first metacarpal bone (disorder)
187946002,Malignant neoplasm of second metacarpal bone (disorder)
187947006,Malignant neoplasm of third metacarpal bone (disorder)
187948001,Malignant neoplasm of fourth metacarpal bone (disorder)
187949009,Malignant neoplasm of fifth metacarpal bone (disorder)
187950009,Malignant neoplasm of phalanges of hand (disorder)
187952001,"Malignant neoplasm of pelvic bones, sacrum and coccyx (disorder)"
